position,wealth,category,full_name,age,country_of_residence,city_of_residence,source,citizenship,organization,gender,birth_date,last_name,first_name,title,residence_state,residence_region,birth_year,birth_month,birth_day,cpi_country,cpi_change_country,gdp_country,g_tertiary_ed_enroll,g_primary_ed_enroll,life_expectancy,tax_revenue,tax_rate,country_pop,country_lat,country_long,continent
1027,2900,Fashion & Retail,John Paul DeJoria,78,United States,Austin,"Hair products, tequila",United States,Unknown,M,1944-04-13,DeJoria,John Paul,Unknown,Texas,South,1944,4,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Sports,Bernard Ecclestone & family,92,United Kingdom,London,Formula One,United Kingdom,Unknown,M,1930-10-28,Ecclestone,Bernard,Unknown,No subdivisions info,No subdivisions info,1930,10,28,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
1027,2900,Technology,Michael Federmann & family,79,Israel,Tel Aviv,"Defense, hotels",Israel,Unknown,M,1943-09-09,Federmann,Michael,Unknown,No subdivisions info,No subdivisions info,1943,9,9,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
1027,2900,Media & Entertainment,Kenneth Feld & family,74,United States,Sarasota,Live entertainment,United States,Feld Entertainment,M,1948-10-31,Feld,Kenneth,Chairman,Florida,South,1948,10,31,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Manufacturing,Gu Yuhua & family,73,China,Hangzhou,Furniture,China,Unknown,M,1949-10-05,Gu,Yuhua,Unknown,No subdivisions info,No subdivisions info,1949,10,5,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1027,2900,Construction & Engineering,Otto Happel,75,Switzerland,Luzerne,Engineering,Germany,Unknown,M,1948-02-09,Happel,Otto,Unknown,No subdivisions info,No subdivisions info,1948,2,9,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
1027,2900,Healthcare,Gudrun Heine,68,Germany,Ohningen,Medical devices,Germany,Unknown,F,1954-10-19,Heine,Gudrun,Unknown,No subdivisions info,No subdivisions info,1954,10,19,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1027,2900,Real Estate,Donald Horton & family,73,United States,Fort Worth,Homebuilding,United States,Unknown,M,1950-03-05,Horton,Donald,Unknown,Texas,South,1950,3,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Real Estate,Zarakh Iliev,56,Russia,Moscow,Real estate,Russia,Unknown,M,1966-09-09,Iliev,Zarakh,Unknown,No subdivisions info,No subdivisions info,1966,9,9,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
1027,2900,Diversified,Ipek Kirac,38,Turkey,Istanbul,Diversified,Turkey,Unknown,F,1984-11-28,Kirac,Ipek,Unknown,No subdivisions info,No subdivisions info,1984,11,28,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Asia
1027,2900,Technology,Lee Seo-hyun,49,South Korea,Seoul,Samsung,South Korea,Unknown,F,1973-09-20,Lee,Seo-hyun,Unknown,No subdivisions info,No subdivisions info,1973,9,20,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
1027,2900,Healthcare,Li Jianquan & family,66,China,Shenzhen,Consumer products,Hong Kong,Unknown,M,1957-01-01,Li,Jianquan,Unknown,No subdivisions info,No subdivisions info,1957,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1027,2900,Healthcare,Li Li,57,China,Changsha,Healthcare,China,Unknown,M,1965-09-01,Li,Li,Unknown,No subdivisions info,No subdivisions info,1965,9,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1027,2900,Manufacturing,Li Xiaohua & family,61,China,Yuxi,Packaging,China,Unknown,M,1962-01-01,Li,Xiaohua,Unknown,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1027,2900,Manufacturing,Liu Xiaodong,55,China,Shanghai,Flavorings,China,Unknown,M,1967-07-03,Liu,Xiaodong,Unknown,No subdivisions info,No subdivisions info,1967,7,3,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1027,2900,Technology,Martin Lorentzon,54,Sweden,Stockholm,Spotify,Sweden,Unknown,M,1969-04-01,Lorentzon,Martin,Unknown,No subdivisions info,No subdivisions info,1969,4,1,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Europe
1027,2900,Energy,Ronald McAulay,87,Hong Kong,Hong Kong,Energy,Hong Kong,Unknown,M,1935-10-05,McAulay,Ronald,Unknown,No subdivisions info,No subdivisions info,1935,10,5,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
1027,2900,Fashion & Retail,Erwin Franz Mueller,90,Germany,Ulm,Drugstores,Germany,Unknown,M,1932-08-09,Mueller,Erwin Franz,Unknown,No subdivisions info,No subdivisions info,1932,8,9,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1027,2900,Technology,Georg Nemetschek & family,89,Germany,Munich,Software,Germany,Unknown,M,1934-01-01,Nemetschek,Georg,Unknown,No subdivisions info,No subdivisions info,1934,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1027,2900,Real Estate,God Nisanov,50,Russia,Moscow,Real estate,Russia,Unknown,M,1972-04-24,Nisanov,God,Unknown,No subdivisions info,No subdivisions info,1972,4,24,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
1027,2900,Real Estate,Vikas Oberoi,52,India,Mumbai,Real estate,India,Unknown,M,1970-09-08,Oberoi,Vikas,Unknown,No subdivisions info,No subdivisions info,1970,9,8,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1027,2900,Energy,Gregorio Perez Companc & family,87,Argentina,Buenos Aires,Oil & gas,Argentina,Unknown,M,1935-08-23,Perez Companc,Gregorio,Unknown,No subdivisions info,No subdivisions info,1935,8,23,232.75,53.5,449663446954,90.0,109.7,76.5,10.1,106.3,44938712,-38.416097,-63.616672,South America
1027,2900,Finance & Investments,Sebastian Piñera & family,73,Chile,Santiago,Investments,Chile,Chile,M,1949-12-01,Piñera,Sebastian,President,No subdivisions info,No subdivisions info,1949,12,1,131.91,2.6,282318159745,88.5,101.4,80.0,18.2,34.0,18952038,-35.675147,-71.542969,South America
1027,2900,Automotive,Arvind Poddar,65,India,Mumbai,Tires,India,Unknown,M,1957-11-07,Poddar,Arvind,Unknown,No subdivisions info,No subdivisions info,1957,11,7,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1027,2900,Healthcare,Alexey Repik,43,Russia,Moscow,Pharmaceuticals,Russia,Unknown,M,1979-08-27,Repik,Alexey,Unknown,No subdivisions info,No subdivisions info,1979,8,27,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
1027,2900,Media & Entertainment,Haim Saban,78,United States,Beverly Hills,"TV network, investments",United States,Unknown,M,1944-10-15,Saban,Haim,Unknown,California,West,1944,10,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Food & Beverage,Rodney Sacks,73,United States,Laguna Beach,Energy drinks,United States,Monster Beverage,M,1949-12-24,Sacks,Rodney,CEO,California,West,1949,12,24,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Finance & Investments,Karthik Sarma,48,United States,New York,Hedge fund,India,Unknown,M,1974-12-01,Sarma,Karthik,Unknown,New York,Northeast,1974,12,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Healthcare,Sybill Storz,85,Germany,Leipzig,Medical devices,Germany,Unknown,F,1937-04-06,Storz,Sybill,Unknown,No subdivisions info,No subdivisions info,1937,4,6,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1027,2900,Finance & Investments,Daniel Sundheim,46,United States,New York,Hedge funds,United States,Unknown,M,1977-03-29,Sundheim,Daniel,Investor,New York,Northeast,1977,3,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Food & Beverage,"William Wrigley, Jr.",59,United States,North Palm Beach,Chewing gum,United States,"Wrigley Management, Inc.",M,1963-11-01,Wrigley,William,Investor,Florida,South,1963,11,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1027,2900,Fashion & Retail,Zhang Wenzhong,61,China,Beijing,Supermarkets,China,Unknown,M,1962-01-01,Zhang,Wenzhong,Unknown,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1027,2900,Fashion & Retail,Zhou Jianping,62,China,Jiangyin,Fashion retail,China,Unknown,M,1960-05-28,Zhou,Jianping,Unknown,No subdivisions info,No subdivisions info,1960,5,28,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1067,2800,Fashion & Retail,Joy Alukkas,66,India,Cochin,Jewelry,India,Unknown,M,1956-09-04,Alukkas,Joy,Unknown,No subdivisions info,No subdivisions info,1956,9,4,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Healthcare,Kang An,74,China,Xinxiang,Pharmaceuticals,China,Unknown,M,1949-01-01,An,Kang,Unknown,No subdivisions info,No subdivisions info,1949,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1067,2800,Technology,Garrett Camp,44,United States,San Francisco,Uber,Canada,Uber Technologies Inc.,M,1978-10-04,Camp,Garrett,Cofounder and Chairman,California,West,1978,10,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1067,2800,Gambling & Casinos,Chen Lip Keong,75,Cambodia,Phnom Penh,"Casinos, property, energy",Malaysia,Unknown,M,1947-07-01,Chen,Lip Keong,Unknown,No subdivisions info,No subdivisions info,1947,7,1,127.63,2.5,27089389787,13.7,107.4,69.6,17.1,23.1,16486542,12.565679,104.990963,Asia
1067,2800,Real Estate,Choo Chong Ngen,69,Singapore,Singapore,Hotels,Singapore,Unknown,M,1953-04-21,Choo,Chong Ngen,Unknown,No subdivisions info,No subdivisions info,1953,4,21,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
1067,2800,Automotive,Euisun Chung,52,South Korea,Seoul,Hyundai,South Korea,Hyundai Motor Co. Ltd.,M,1970-10-18,Chung,Euisun,Unknown,No subdivisions info,No subdivisions info,1970,10,18,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
1067,2800,Diversified,Smita Crishna-Godrej,72,India,Mumbai,Consumer goods,India,Unknown,F,1950-12-30,Crishna-Godrej,Smita,Unknown,No subdivisions info,No subdivisions info,1950,12,30,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Fashion & Retail,Eleanor Butt Crook & family,90,United States,San Marcos,Supermarkets,United States,Unknown,F,1932-07-21,Crook,Eleanor Butt,Unknown,Texas,South,1932,7,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1067,2800,Manufacturing,Du Jiangtao & family,53,China,Beijing,Chemicals,China,Unknown,M,1969-11-17,Du,Jiangtao,Unknown,No subdivisions info,No subdivisions info,1969,11,17,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1067,2800,Sports,Lorenzo Fertitta,54,United States,Las Vegas,"Casinos, mixed martial arts",United States,Unknown,M,1969-01-03,Fertitta,Lorenzo,Unknown,Nevada,West,1969,1,3,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1067,2800,Technology,Sebastian Glaser,65,Germany,Munich,Sensor technology,Germany,Unknown,M,1958-01-01,Glaser,Sebastian,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1067,2800,Diversified,Adi Godrej,81,India,Mumbai,Consumer goods,India,Unknown,M,1942-04-03,Godrej,Adi,Unknown,No subdivisions info,No subdivisions info,1942,4,3,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Diversified,Jamshyd Godrej,74,India,Mumbai,Diversified,India,Unknown,M,1949-01-24,Godrej,Jamshyd,Unknown,No subdivisions info,No subdivisions info,1949,1,24,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Real Estate,Lee Yeow Chor,56,Malaysia,Unknown,"Palm oil, property",Malaysia,Unknown,M,1967-01-01,Lee,Yeow Chor,Unknown,No subdivisions info,No subdivisions info,1967,1,1,121.46,0.7,364701517788,45.1,105.3,76.0,12.0,38.7,32447385,4.210484,101.975766,Asia
1067,2800,Manufacturing,Li Weiguo,58,China,Beijing,Construction materials,China,Unknown,M,1965-01-01,Li,Weiguo,Unknown,No subdivisions info,No subdivisions info,1965,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1067,2800,Manufacturing,Dmitry Mazepin,54,Russia,Moscow,Chemicals,Russia,Unknown,M,1968-04-18,Mazepin,Dmitry,Unknown,No subdivisions info,No subdivisions info,1968,4,18,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
1067,2800,Fashion & Retail,"Drayton McLane, Jr.",86,United States,Temple,"Walmart, logistics",United States,Unknown,M,1936-07-22,McLane,Drayton,Unknown,Texas,South,1936,7,22,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1067,2800,Telecom,Najib Mikati,67,Lebanon,Beirut,Telecom,Lebanon,Unknown,M,1955-11-24,Mikati,Najib,Unknown,No subdivisions info,No subdivisions info,1955,11,24,130.02,3.0,53367042272,26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285,Asia
1067,2800,Telecom,Taha Mikati,78,Lebanon,Beirut,Telecom,Lebanon,Unknown,M,1945-01-01,Mikati,Taha,Unknown,No subdivisions info,No subdivisions info,1945,1,1,130.02,3.0,53367042272,26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285,Asia
1067,2800,Real Estate,Akira Mori & family,86,Japan,Tokyo,Real estate,Japan,Unknown,M,1936-07-12,Mori,Akira,Unknown,No subdivisions info,No subdivisions info,1936,7,12,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
1067,2800,Diversified,Rishad Naoroji,71,India,Mumbai,Consumer goods,India,Unknown,M,1951-08-30,Naoroji,Rishad,Unknown,No subdivisions info,No subdivisions info,1951,8,30,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Diversified,Philip Niarchos,69,France,Paris,Art collection,Greece,Unknown,M,1954-01-01,Niarchos,Philip,Unknown,No subdivisions info,No subdivisions info,1954,1,1,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,Europe
1067,2800,Technology,Nandan Nilekani,67,India,Bangalore,Software services,India,Unknown,M,1955-06-02,Nilekani,Nandan,Unknown,No subdivisions info,No subdivisions info,1955,6,2,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Fashion & Retail,Benjamin Otto,65,Germany,Hamburg,Retail,Germany,Unknown,M,1958-01-01,Otto,Benjamin,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1067,2800,Diversified,Maren Otto,65,Germany,Berlin,"Retail, real estate",Germany,Unknown,F,1958-01-01,Otto,Maren,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1067,2800,Service,Ranjan Pai,50,India,Bangalore,Education,India,Unknown,M,1972-11-11,Pai,Ranjan,Unknown,No subdivisions info,No subdivisions info,1972,11,11,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Manufacturing,Madhukar Parekh,76,India,Mumbai,Adhesives,India,Unknown,M,1947-01-01,Parekh,Madhukar,Unknown,No subdivisions info,No subdivisions info,1947,1,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1067,2800,Technology,Sean Parker,43,United States,Los Angeles,Facebook,United States,Unknown,M,1979-12-03,Parker,Sean,Unknown,California,West,1979,12,3,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1067,2800,Healthcare,Stewart Rahr,77,United States,New York,Drug distribution,United States,Unknown,M,1946-02-18,Rahr,Stewart,Unknown,New York,Northeast,1946,2,18,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1067,2800,Media & Entertainment,Su Hua,41,China,Beijing,Video streaming,China,Unknown,M,1982-01-01,Su,Hua,Unknown,No subdivisions info,No subdivisions info,1982,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1067,2800,Manufacturing,Sun Shoukuan,73,China,Yingkou,"Metals, coal",China,Unknown,M,1949-10-01,Sun,Shoukuan,Unknown,No subdivisions info,No subdivisions info,1949,10,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1067,2800,Manufacturing,Tseng Cheng,61,Taiwan,Unknown,Petrochemicals,Taiwan,Unknown,M,1961-12-01,Tseng,Cheng,Unknown,No subdivisions info,No subdivisions info,1961,12,1,No CPI info,No CPI info,774700000000,50.6,100.2,80.7,9.4,59.2,24859912,23.69781,120.960515,Asia
1067,2800,Logistics,Tung Chee Hwa,85,Hong Kong,Hong Kong,Shipping,Hong Kong,Unknown,M,1937-07-07,Tung,Chee Hwa,Unknown,No subdivisions info,No subdivisions info,1937,7,7,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
1067,2800,Technology,Meg Whitman,66,United States,Los Angeles,EBay,United States,Quibi,F,1956-08-04,Whitman,Meg,CEO,California,West,1956,8,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1067,2800,Manufacturing,Wong Luen Hei,61,Hong Kong,Hong Kong,Building materials,China,Unknown,M,1962-01-01,Wong,Luen Hei,Unknown,No subdivisions info,No subdivisions info,1962,1,1,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
1067,2800,Healthcare,Chenghai Ye & family,79,Hong Kong,Hong Kong,Pharmaceuticals,Hong Kong,Unknown,M,1943-08-15,Ye,Chenghai,Unknown,No subdivisions info,No subdivisions info,1943,8,15,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
1067,2800,Manufacturing,Zhu Xingming,56,China,Shenzhen,Electrical equipment,China,Unknown,M,1967-03-01,Zhu,Xingming,Unknown,No subdivisions info,No subdivisions info,1967,3,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1104,2700,Finance & Investments,Jose Joao Abdalla Filho,77,Brazil,Rio de Janeiro,Investments,Brazil,Unknown,M,1945-05-30,Abdalla Filho,Jose Joao,Unknown,No subdivisions info,No subdivisions info,1945,5,30,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
1104,2700,Finance & Investments,Juan Abello,81,Spain,Madrid,Investments,Spain,Unknown,M,1941-12-16,Abello,Juan,Unknown,No subdivisions info,No subdivisions info,1941,12,16,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
1104,2700,Diversified,Suhail Bahwan,84,Oman,Muscat,Diversified,Oman,Unknown,M,1939-01-01,Bahwan,Suhail,Unknown,No subdivisions info,No subdivisions info,1939,1,1,113.53,0.1,76983094928,38.0,103.4,77.6,2.5,27.4,5266535,21.4735329,55.975413,Asia
1104,2700,Diversified,Madhur Bajaj,70,India,Mumbai,Diversified,India,Unknown,M,1952-08-19,Bajaj,Madhur,Unknown,No subdivisions info,No subdivisions info,1952,8,19,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1104,2700,Diversified,Niraj Bajaj,68,India,Mumbai,Diversified,India,Unknown,M,1954-10-10,Bajaj,Niraj,Unknown,No subdivisions info,No subdivisions info,1954,10,10,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1104,2700,Diversified,Shekhar Bajaj,74,India,Mumbai,Diversified,India,Unknown,M,1948-06-08,Bajaj,Shekhar,Unknown,No subdivisions info,No subdivisions info,1948,6,8,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1104,2700,Finance & Investments,Harindarpal Banga,72,Hong Kong,Hong Kong,Commodities,India,Unknown,M,1950-08-10,Banga,Harindarpal,Unknown,No subdivisions info,No subdivisions info,1950,8,10,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
1104,2700,Healthcare,Ulrike Baro,65,Germany,Munich,Biopharmaceuticals,Germany,Unknown,F,1958-01-01,Baro,Ulrike,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1104,2700,Healthcare,Anne Beaufour,59,United Kingdom,Unknown,Pharmaceuticals,France,Unknown,F,1963-08-08,Beaufour,Anne,Unknown,No subdivisions info,No subdivisions info,1963,8,8,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
1104,2700,Healthcare,Henri Beaufour,57,United Kingdom,London,Pharmaceuticals,France,Unknown,M,1965-06-01,Beaufour,Henri,Unknown,No subdivisions info,No subdivisions info,1965,6,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
1104,2700,Manufacturing,Andrei Bokarev,56,Russia,Moscow,"Metals, mining",Russia,Unknown,M,1966-10-23,Bokarev,Andrei,Unknown,No subdivisions info,No subdivisions info,1966,10,23,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
1104,2700,Food & Beverage,Jack Cowin,80,Australia,Sydney,Fast food,Australia,Unknown,M,1942-07-13,Cowin,Jack,Unknown,No subdivisions info,No subdivisions info,1942,7,13,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
1104,2700,Finance & Investments,Glenn Dubin,65,United States,New York,Hedge funds,United States,Unknown,M,1957-04-13,Dubin,Glenn,Unknown,New York,Northeast,1957,4,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1104,2700,Energy,N. Murray Edwards,63,United Kingdom,London,Oil & gas,Canada,Unknown,M,1959-12-10,Edwards,N. Murray,Unknown,No subdivisions info,No subdivisions info,1959,12,10,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
1104,2700,Sports,"Frank Fertitta, III.",61,United States,Las Vegas,"Casinos, mixed martial arts",United States,Unknown,M,1962-02-24,Fertitta,Frank,Unknown,Nevada,West,1962,2,24,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1104,2700,Automotive,Abhay Firodia,78,India,Pune,Automobiles,India,Unknown,M,1944-11-05,Firodia,Abhay,Unknown,No subdivisions info,No subdivisions info,1944,11,5,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1104,2700,Finance & Investments,Bruce Flatt,57,United Kingdom,London,Money management,Canada,Unknown,M,1965-06-01,Flatt,Bruce,Investor,No subdivisions info,No subdivisions info,1965,6,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
1104,2700,Service,Miguel Fluxa Rossello,84,Spain,Esporles,Hotels,Spain,Unknown,M,1938-07-27,Fluxa Rossello,Miguel,Unknown,No subdivisions info,No subdivisions info,1938,7,27,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
1104,2700,Metals & Mining,Robert Friedland,72,Singapore,Singapore,Mining,United States,Ivanhoe Mines Ltd.,M,1950-08-18,Friedland,Robert,Founder and Executive Chairman,No subdivisions info,No subdivisions info,1950,8,18,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
1104,2700,Metals & Mining,Alexander Frolov,58,Russia,Moscow,"Mining, steel",Russia,Unknown,M,1964-05-17,Frolov,Alexander,Unknown,No subdivisions info,No subdivisions info,1964,5,17,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
1104,2700,Diversified,Nadir Godrej,72,India,Mumbai,Consumer goods,India,Unknown,M,1951-01-01,Godrej,Nadir,Unknown,No subdivisions info,No subdivisions info,1951,1,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1104,2700,Service,Maggie Hardy,57,United States,Belle Vernon,Building materials,United States,Unknown,F,1965-12-07,Hardy Knox,Maggie,Unknown,Pennsylvania,Northeast,1965,12,7,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1104,2700,Finance & Investments,Nithin Kamath,43,India,Bangalore,Financial services,India,Unknown,M,1979-10-05,Kamath,Nithin,Unknown,No subdivisions info,No subdivisions info,1979,10,5,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1104,2700,Construction & Engineering,Samvel Karapetyan,57,Russia,Moscow,Real estate,Russia,Unknown,M,1965-08-18,Karapetyan,Samvel,Unknown,No subdivisions info,No subdivisions info,1965,8,18,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
